광고소재명,광고소재등록일,광고소재초수,대업종 분류,중업종 분류,소업종 분류,광고주명,광고회사명,광고제작사,실제재생초수,AISAC_URL
명인제약 : 이가탄 세대편,2024-07-12,15.0,제약및의료,"이비인후,치과및안과용제",구내염용제,명인제약(주),주식회사 명애드컴,(주)티키타카,15.02,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860718H01_1_24-TH-07-709
현대자동차 : 캐스퍼 일렉트릭 자동차,2024-07-12,30.0,수송기기,승용자동차,소형승용차,현대자동차(주),(주)이노션,(주)어셈블인,30.03,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/864689H01_1_24-TH-10-470
씨제이제일제당 : 잡곡밥 햇반,2024-07-12,15.0,식품,대용식품,즉석밥및즉석죽,씨제이제일제당(주),(주)오리콤,오리콤,15.02,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860326H01_1_24-TH-07-402
케이티 : KT 가족결합 할인,2024-07-12,15.0,컴퓨터및정보통신,통신망,이동통신,(주)케이티,(주)제일기획,제일기획,15.02,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860328H01_1_24-TH-07-399
에스엘바이오텍 : 혈압혈당콜레스테롤 건강기능식품 블루션,2024-07-12,15.0,식품,건강식품,건강보조식품,주식회사에스엘바이오텍,주식회사 디사이드컴즈,주식회사 이노션,15.02,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860278H01_1_24-TH-07-375
케이티 : KT 갤럭시Z Flip6,2024-07-12,30.0,컴퓨터및정보통신,통신망,이동통신,(주)케이티,(주)제일기획,제일기획,30.03,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/861685H01_1_24-TH-08-338
삼성전자 : SKT 갤럭시 Z Flip6 육대급 혜택,2024-07-12,30.0,컴퓨터및정보통신,통신기기,휴대폰,삼성전자(주),(주)제일기획,(주)에스엠컬처앤콘텐츠 광고사업부문,30.03,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860279H01_1_24-TH-07-367
엘지유플러스 : LG유플러스 포동 반려견 동반 항공상품,2024-07-12,15.0,컴퓨터및정보통신,통신정보서비스,모바일콘텐츠서비스,(주)엘지유플러스,주식회사 에이치에스애드,파크프로덕션,15.02,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860297H01_1_24-TH-07-377
넷플릭스 : 2024 여름 액션 콘텐츠,2024-07-12,15.0,컴퓨터및정보통신,컴퓨터및정보통신기타,컴퓨터및정보통신기타,넷플릭스서비시스코리아유한회사,(주)제일기획,비주얼인텔리전스,15.02,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860302H01_1_24-TH-07-383
케이티 : KT 가족결합 할인 30초,2024-07-12,30.0,컴퓨터및정보통신,통신망,이동통신,(주)케이티,(주)제일기획,제일기획,30.03,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860329H01_1_24-TH-07-400
씨제이이엔엠 알리익스프레스 : 1000억 페스타편,2024-07-11,15.0,유통,특수유통,전자상거래,(주)씨제이이엔엠,(주)디렉터스컴퍼니,(주)씨제이이엔엠,15.02,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/861452H01_1_24-TH-08-145
씨제이이엔엠 알리익스프레스 : 1000억 페스타편,2024-07-11,15.0,유통,특수유통,전자상거래,(주)씨제이이엔엠,(주)디렉터스컴퍼니,(주)씨제이이엔엠,15.02,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/861452H01_1_24-TH-08-145
씨제이이엔엠 알리익스프레스 : 1000억 페스타편,2024-07-11,30.0,유통,특수유통,전자상거래,(주)씨제이이엔엠,(주)디렉터스컴퍼니,(주)씨제이이엔엠,15.02,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/861452H01_1_24-TH-08-145
씨제이이엔엠 알리익스프레스 : 1000억 페스타편,2024-07-11,30.0,유통,특수유통,전자상거래,(주)씨제이이엔엠,(주)디렉터스컴퍼니,(주)씨제이이엔엠,15.02,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/861452H01_1_24-TH-08-145
한국힙합문화협회 공연안내 : 보령케이힙합페스티벌편,2024-07-11,20.0,관공서및단체,관공서및단체기타,관공서및단체기타,사단법인한국힙합문화협회,(주)딜라이브강남케이블티브이,디아이엠,20.02,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860222H01_1_24-TH-07-339
한국힙합문화협회 공연안내 : 보령케이힙합페스티벌편,2024-07-11,20.0,관공서및단체,관공서및단체기타,관공서및단체기타,사단법인한국힙합문화협회,(주)딜라이브강남케이블티브이,디아이엠,,
라이나생명 골라담는 간편건강보험 : 노후생활비편,2024-07-11,60.0,"금융,보험및증권","금융,보험및증권기타","금융,보험및증권기업PR",라이나생명,,,60.06,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860275H01_1_24-HC-07-047
사랑이네 청명굴비 : 소문난 손질굴비 맛집편,2024-07-11,20.0,서비스,음식및숙박,대중음식점,사랑이네청명굴비,(주)나라미디어,(주)나라미디어,20.02,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860226H01_1_24-TH-07-347
삼성전자 갤럭시Z폴더블6 : 사전판매편,2024-07-11,15.0,컴퓨터및정보통신,통신기기,휴대폰,삼성전자(주),(주)제일기획,제일기획,15.02,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860263H01_1_24-TH-07-358
삼성전자 갤럭시Z폴더블6 : 사전판매편,2024-07-11,15.0,컴퓨터및정보통신,통신기기,휴대폰,삼성전자(주),(주)제일기획,제일기획,15.02,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860263H01_1_24-TH-07-358
삼성전자 갤럭시Z폴더블6 : 사전판매편,2024-07-11,15.0,컴퓨터및정보통신,통신기기,휴대폰,삼성전자(주),(주)제일기획,제일기획,,
삼성전자 갤럭시Z폴더블6 : 사전판매편,2024-07-11,30.0,컴퓨터및정보통신,통신기기,휴대폰,삼성전자(주),(주)제일기획,제일기획,15.02,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860263H01_1_24-TH-07-358
삼성전자 갤럭시Z폴더블6 : 사전판매편,2024-07-11,30.0,컴퓨터및정보통신,통신기기,휴대폰,삼성전자(주),(주)제일기획,제일기획,15.02,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860263H01_1_24-TH-07-358
삼성전자 갤럭시Z폴더블6 : 사전판매편,2024-07-11,30.0,컴퓨터및정보통신,통신기기,휴대폰,삼성전자(주),(주)제일기획,제일기획,,
농협은행 NH올원뱅크 : 개인맞춤편,2024-07-11,15.0,"금융,보험및증권",금융및보험,은행,농협은행주식회사,(주)딥다이브컴퍼니,뮤지엄컨텐츠,30.03,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/861328H01_1_24-TH-08-059
농협은행 NH올원뱅크 : 개인맞춤편,2024-07-11,15.0,"금융,보험및증권",금융및보험,은행,농협은행주식회사,(주)딥다이브컴퍼니,뮤지엄컨텐츠,30.03,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/861328H01_1_24-TH-08-059
농협은행 NH올원뱅크 : 개인맞춤편,2024-07-11,15.0,"금융,보험및증권",금융및보험,은행,농협은행주식회사,(주)딥다이브컴퍼니,뮤지엄컨텐츠,30.03,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/861328H01_1_24-TH-08-059
경남기업 : 경남아너스빌 리미티드 분양,2024-07-11,15.0,"건설,건재및부동산","건설,건재및부동산기타","건설,건재및부동산기업PR",경남기업(주),(주)인터크레존(서울),인터크레존,15.02,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860251H01_1_24-TH-07-352
국가보훈부 : 또 하나의 국가대표 소방관편,2024-07-11,40.0,관공서및단체,중앙및지방관공서,중앙관공서,국가보훈부,한국언론진흥재단,대홍기획,40.04,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860269H01_1_24-TH-07-362
엘지유플러스 : LGU 갤럭시 Z6 폴드,2024-07-11,15.0,컴퓨터및정보통신,통신정보서비스,통신정보서비스기타,(주)엘지유플러스,주식회사 에이치에스애드,오리콤,15.02,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/861889H01_1_24-TH-08-467
삼성전자 : 갤럭시 폴더블6 60초,2024-07-11,60.0,컴퓨터및정보통신,통신기기,휴대폰,삼성전자(주),(주)제일기획,(주)에스엠컬처앤콘텐츠 광고사업부문,60.06,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860855H01_1_24-TH-07-814
경기도청 : 경기도 360돌봄 홍보,2024-07-11,30.0,관공서및단체,중앙및지방관공서,지방자치단체,경기도청,어니스트픽처스 주식회사,어니스트픽처스 주식회사,30.03,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860261H01_1_24-TH-07-359
에스케이텔레콤 : 갤럭시 폴더블6 60초,2024-07-11,60.0,컴퓨터및정보통신,통신기기,휴대폰,에스케이텔레콤(주),(주)에스엠컬처앤콘텐츠 광고사업부문,(주)에스엠컬처앤콘텐츠 광고사업부문,60.06,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860713H01_1_24-TH-07-702
아름다운상상 : 뷰티토탈샵 TV CF,2024-07-11,20.0,서비스,서비스기타,서비스기업PR,주식회사아름다운상상,(주)우일기획,오로지스튜디오,20.02,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860225H01_1_24-TH-07-350
홍천문화재단 : 제8회 홍천강 별빛음악 2024 맥주축제,2024-07-11,30.0,관공서및단체,관공서및단체기타,관공서및단체기업PR,홍천문화재단,,,30.03,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860255H01_1_24-HC-07-045
국가보훈부: 또 하나의 국가대표 경찰편,2024-07-11,40.0,관공서및단체,중앙및지방관공서,중앙관공서,국가보훈부,한국언론진흥재단,대홍기획,40.04,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860270H01_1_24-TH-07-361
메르세데스벤츠코리아 : Maybach 30초,2024-07-11,30.0,수송기기,수입자동차,수입승용차,메르세데스벤츠코리아주식회사,주식회사 에이치에스애드,(주)에이치에스애드,30.03,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/864407H01_1_24-TH-09-922
한국힙합문화협회 : 대전 K힙합 페스티벌,2024-07-11,20.0,관공서및단체,관공서및단체기타,관공서및단체기타,사단법인한국힙합문화협회,(주)딜라이브강남케이블티브이,디아이엠,20.02,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860250H01_1_24-TH-07-346
에스케이텔레콤 : 갤럭시 Z Fold6,2024-07-11,30.0,컴퓨터및정보통신,통신기기,휴대폰,에스케이텔레콤(주),(주)에스엠컬처앤콘텐츠 광고사업부문,(주)에스엠컬처앤콘텐츠 광고사업부문,30.03,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860852H01_1_24-TH-07-818
에스케이텔레콤 : 갤럭시 Z Flip6,2024-07-11,30.0,컴퓨터및정보통신,통신기기,휴대폰,에스케이텔레콤(주),(주)에스엠컬처앤콘텐츠 광고사업부문,(주)에스엠컬처앤콘텐츠 광고사업부문,30.03,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860856H01_1_24-TH-07-817
삼화에프앤디 : 아라치치킨 7월 행사,2024-07-11,15.0,식품,축산품,치킨가공품,주식회사삼화에프앤디,(주)에스비에스엠앤씨,(주)에스비에스엠앤씨,15.02,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860228H01_1_24-TH-07-349
동국제약 : 인사돌 좋아요편,2024-07-11,15.0,제약및의료,"이비인후,치과및안과용제","이비인후,치과및안과용제기타",동국제약(주),동국헬스케어홀딩스(주),TBWA KOREA(주),15.02,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/867900H01_1_25-TH-01-240
아소비교육 PR : 5-9세 전문교육원편,2024-07-11,15.0,교육및복지후생,교육기관,교육기관기타,(주)아소비교육,직거래,네이버브라더,15.02,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860218H01_1_24-TH-07-333
아소비교육 PR : 5-9세 전문교육원편,2024-07-11,15.0,교육및복지후생,교육기관,교육기관기타,(주)아소비교육,직거래,네이버브라더,,
농협은행 NH올원뱅크 : 달콤혜택편,2024-07-11,15.0,"금융,보험및증권",금융및보험,은행,농협은행주식회사,(주)딥다이브컴퍼니,뮤지엄컨텐츠,15.02,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/861330H01_1_24-TH-08-055
농협은행 NH올원뱅크 : 달콤혜택편,2024-07-11,15.0,"금융,보험및증권",금융및보험,은행,농협은행주식회사,(주)딥다이브컴퍼니,뮤지엄컨텐츠,15.02,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/861330H01_1_24-TH-08-055
파라미타 굿리치보험마스터 : 간병편,2024-07-11,60.0,"금융,보험및증권",금융및보험,금융및보험제품종합,파라미타,(주)연합뉴스티브이,,60.06,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860253H01_1_24-HC-07-044
프리드라이프 소비자 만족도 1위 : 장례도 1위답게편,2024-07-11,30.0,서비스,개인서비스,경조서비스,(주)프리드라이프,(주)에스엠컬처앤콘텐츠 광고사업부문,(주)에스엠컬처앤콘텐츠 광고사업부문,15.02,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860452H01_1_24-TH-07-506
프리드라이프 소비자 만족도 1위 : 장례도 1위답게편,2024-07-11,30.0,서비스,개인서비스,경조서비스,(주)프리드라이프,(주)에스엠컬처앤콘텐츠 광고사업부문,(주)에스엠컬처앤콘텐츠 광고사업부문,15.02,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860452H01_1_24-TH-07-506
프리드라이프 소비자 만족도 1위 : 장례도 1위답게편,2024-07-11,30.0,서비스,개인서비스,경조서비스,(주)프리드라이프,(주)에스엠컬처앤콘텐츠 광고사업부문,(주)에스엠컬처앤콘텐츠 광고사업부문,15.02,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860452H01_1_24-TH-07-506
케이티 KT 갤럭시Z6 : KT니까 괜찮아편,2024-07-11,30.0,컴퓨터및정보통신,통신망,이동통신,(주)케이티,(주)제일기획,제일기획,30.03,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860862H01_1_24-TH-07-825
삼성전자 SKT 갤럭시 Z Flip6 : 육대급 혜택편,2024-07-11,30.0,컴퓨터및정보통신,통신기기,휴대폰,삼성전자(주),(주)제일기획,(주)에스엠컬처앤콘텐츠 광고사업부문,30.03,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860209H01_1_24-TH-07-327
라메디텍 PURAXELL-ME : or Not편,2024-07-11,15.0,화장품및보건용품,화장도구,"이,미용구",주식회사라메디텍,(주)오리콤,토스트,15.02,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860213H01_1_24-TH-07-338
청양군 관광 홍보 : 이곳은 청양입니다편,2024-07-11,40.0,관공서및단체,중앙및지방관공서,지방자치단체,청양군청,한국언론진흥재단,한국언론진흥재단,40.04,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860227H01_1_24-TH-07-351
유니세프 출발점 : 고민시편,2024-07-11,60.0,관공서및단체,단체,민간단체,사단법인유니세프한국위원회,(주)대홍기획,대홍기획,60.06,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860234H01_1_24-TH-07-345
산청군청 여름밤페스티발 : ON갖 재미편,2024-07-11,20.0,관공서및단체,중앙및지방관공서,지방자치단체,산청군청,(주)연합뉴스티브이,,20.02,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860249H01_1_24-HC-07-042
유토개발2차 분양 안내 : 힐스테이트 도안리버파크편,2024-07-11,30.0,"건설,건재및부동산","건설,건재및부동산기타","건설,건재및부동산기타",주식회사유토개발2차,(주)클리프커뮤니케이션,스밈사운드,30.03,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860486H01_1_24-TH-07-526
유토개발2차 분양 안내 : 힐스테이트 도안리버파크편,2024-07-11,30.0,"건설,건재및부동산","건설,건재및부동산기타","건설,건재및부동산기타",주식회사유토개발2차,(주)클리프커뮤니케이션,스밈사운드,30.03,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860486H01_1_24-TH-07-526
아소비교육 아소비 : 5-9새 전문 교육원편,2024-07-11,15.0,교육및복지후생,교육및복지후생기타,교육및복지후생기타,(주)아소비교육,직거래,네이버브라더,15.02,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860217H01_1_24-TH-07-332
라이나생명 골라담는간편건강보험 : 전화주세요편,2024-07-11,60.0,"금융,보험및증권",금융및보험,손해보험,라이나,,,60.06,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860274H01_1_24-HC-07-048
씨제이제일제당 백설 덮밥소스 : 쉿 네이버편,2024-07-11,30.0,식품,대용식품,레토르트,씨제이제일제당(주),(주)에스엠컬처앤콘텐츠 광고사업부문,주식회사 다이나믹콩콩픽쳐스,30.03,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860272H01_1_24-TH-07-363
국가보훈부 : 국가대표편,2024-07-11,40.0,관공서및단체,중앙및지방관공서,중앙관공서,국가보훈부,한국언론진흥재단,대홍기획,40.04,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860271H01_1_24-TH-07-360
엘지유플러스 : 안 되냐편,2024-07-11,15.0,컴퓨터및정보통신,통신정보서비스,통신정보서비스기타,(주)엘지유플러스,주식회사 에이치에스애드,오리콤,15.02,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860260H01_1_24-TH-07-356
삼성전자 SKT 갤럭시 Z Fold6 : 이게 되네편,2024-07-11,30.0,컴퓨터및정보통신,통신기기,휴대폰,삼성전자(주),(주)제일기획,(주)에스엠컬처앤콘텐츠 광고사업부문,30.03,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860211H01_1_24-TH-07-326
